date,region_id,type_id,average,lowest,highest,volume,order_count
2020-03-30,10000001,19,500,500,500,654,1
2020-03-30,10000001,20,202,202,202,32,1
2020-03-30,10000001,34,6.16,6.16,6.16,17809727,40
2020-03-30,10000001,35,5.15,5.15,5.15,6871130,24
2020-03-30,10000001,36,55,55,55,5100158,22
2020-03-30,10000001,37,20,15,20.01,1758258,22
2020-03-30,10000001,38,280.1,280.1,280.1,107071,19
2020-03-30,10000001,39,530,530,530,111435,14
2020-03-30,10000001,40,420,420,420,60952,15
2020-03-30,10000001,41,28.34,28.34,28.34,609,1
2020-03-30,10000001,200,170,170,170,500,1
2020-03-30,10000001,204,0.02,0.02,0.02,28,1
2020-03-30,10000001,205,0.02,0.02,0.02,5,1
2020-03-30,10000001,206,0.02,0.02,0.02,2,1
2020-03-30,10000001,209,67.51,67.51,67.51,1000,1
2020-03-30,10000001,210,15,15,15,4200,4
2020-03-30,10000001,211,11,11,11,3000,1
2020-03-30,10000001,212,20.08,20.08,20.08,2200,3
2020-03-30,10000001,213,0.02,0.02,0.02,100,1
2020-03-30,10000001,218,15.01,15.01,15.01,2000,1
2020-03-30,10000001,221,25.01,25.01,25.01,18000,2
2020-03-30,10000001,222,24.59,24.59,24.59,12500,6
2020-03-30,10000001,238,0.02,0.02,0.02,5000,2
2020-03-30,10000001,239,1.02,1.02,1.02,1,1
2020-03-30,10000001,241,1.05,1.05,1.05,1,1
2020-03-30,10000001,244,1.03,1.03,1.03,2,1
2020-03-30,10000001,245,1.03,1.03,1.03,1,1
2020-03-30,10000001,249,50.01,50.01,50.01,1,1
2020-03-30,10000001,250,85020,85020,85020,1,1
2020-03-30,10000001,252,10010,10010,10010,1,1
2020-03-30,10000001,254,7000.01,7000.01,7000.01,2,1
2020-03-30,10000001,266,3.21,3.21,3.21,100,1
2020-03-30,10000001,269,22,22,22,11000,2
2020-03-30,10000001,377,40852.5,15000,49470,4,2
2020-03-30,10000001,380,794033.3,99.89,1191000,3,3
2020-03-30,10000001,400,580000,580000,580000,1,1
2020-03-30,10000001,434,163200,139800,250100,4,4
2020-03-30,10000001,439,500.01,500.01,500.01,10,1
2020-03-30,10000001,444,16060.01,8800.01,23320,2,2
2020-03-30,10000001,448,2651000,2651000,2651000,1,1
2020-03-30,10000001,482,686450,7900,1365000,4,2
2020-03-30,10000001,483,17666.67,16500,20000.01,3,2
2020-03-30,10000001,499,7900,7900,7900,4,1
2020-03-30,10000001,527,1630500,1280000,1981000,2,2
2020-03-30,10000001,578,241100,241100,241100,3,2
2020-03-30,10000001,583,440000,440000,440000,1,1
2020-03-30,10000001,585,295000,295000,295000,54,3
2020-03-30,10000001,587,1,1,1,1,1
2020-03-30,10000001,589,440000,440000,440000,1,1
2020-03-30,10000001,592,1,1,1,2,1
2020-03-30,10000001,597,345000,345000,345000,137,2
2020-03-30,10000001,598,300000,300000,300000,16,1
2020-03-30,10000001,603,414000,414000,414000,1,1
2020-03-30,10000001,605,490000,490000,490000,3,3
2020-03-30,10000001,607,272967,1,409450,3,3
2020-03-30,10000001,608,117250,31000,376000,8,3
2020-03-30,10000001,621,300000,300000,300000,1,1
2020-03-30,10000001,623,11000000,11000000,11000000,1,1
2020-03-30,10000001,625,5000000,5000000,5000000,1,1
2020-03-30,10000001,628,10000000,10000000,10000000,1,1
2020-03-30,10000001,632,900000,900000,900000,1,1
2020-03-30,10000001,641,85000000,85000000,85000000,1,1
2020-03-30,10000001,643,227900000,227900000,227900000,1,1
2020-03-30,10000001,649,1376000,11000,2741000,2,2
2020-03-30,10000001,650,1271666.67,507500,2800000,3,3
2020-03-30,10000001,652,1400000.01,1400000.01,1400000.01,1,1
2020-03-30,10000001,654,1400000.01,1400000.01,1400000.01,1,1
2020-03-30,10000001,655,1000000,1000000,1000000,1,1
2020-03-30,10000001,656,1261000,491500,2800000,3,3
2020-03-30,10000001,657,4025000,1850000,6200000,2,2
2020-03-30,10000001,672,45150.2,45150.2,45150.2,1,1
2020-03-30,10000001,785,92720,92720,92720,1,1
2020-03-30,10000001,834,20000,20000,20000,1,1
2020-03-30,10000001,1230,25,25,25,486378,12
2020-03-30,10000001,1236,975777.78,920000,1171000,9,3
2020-03-30,10000001,1317,17500,17500,17500,2,1
2020-03-30,10000001,1319,835792.59,430000,950000,27,8
2020-03-30,10000001,1405,998950.95,550000,1250000,24,14
2020-03-30,10000001,1539,53010,53010,53010,1,1
2020-03-30,10000001,1824,300,300,300,5000,1
2020-03-30,10000001,1830,198.01,198.01,198.01,1,1
2020-03-30,10000001,1877,1408558.79,1408558.79,1408558.79,1,1
2020-03-30,10000001,1952,1640666.67,1250000,1836000,6,2
2020-03-30,10000001,1964,1490000,1490000,1490000,2,1
2020-03-30,10000001,1973,75930,75930,75930,1,1
2020-03-30,10000001,1986,17000.01,17000.01,17000.01,2,2
2020-03-30,10000001,1998,55000,55000,55000,1,1
2020-03-30,10000001,2018,85000,85000,85000,1,1
2020-03-30,10000001,2032,970000,970000,970000,1,1
2020-03-30,10000001,2046,8879.74,8319.61,10000,3,3
2020-03-30,10000001,2048,1094999.7,874850,2199998.5,10,8
2020-03-30,10000001,2082,155000000,155000000,155000000,2,1
2020-03-30,10000001,2117,1700000,1700000,1700000,1,1
2020-03-30,10000001,2173,53009.09,33000,55010,11,3
2020-03-30,10000001,2175,1361500,1099000,1799000,8,3
2020-03-30,10000001,2183,59270,58010,59990,11,3
2020-03-30,10000001,2185,1231066.67,892000,1298000,30,6
2020-03-30,10000001,2195,2190000,2190000,2190000,10,1
2020-03-30,10000001,2203,3863.65,3700.02,5500,22,2
2020-03-30,10000001,2205,819900,819900,819900,2,1
2020-03-30,10000001,2254,243000,243000,243000,4,1
2020-03-30,10000001,2281,3776746,2980000,4123730,5,4
2020-03-30,10000001,2293,160900,160900,160900,1,1
2020-03-30,10000001,2297,3300000,3300000,3300000,1,1
2020-03-30,10000001,2333,1274597.82,128989.1,1561000,5,3
2020-03-30,10000001,2349,2099.99,2099.99,2099.99,1,1
2020-03-30,10000001,2361,1000,1000,1000,1,1
2020-03-30,10000001,2363,23000,23000,23000,1,1
2020-03-30,10000001,2364,1000000,1000000,1000000,4,2
2020-03-30,10000001,2446,2000000,2000000,2000000,1,1
2020-03-30,10000001,2454,7595.57,4849.37,20005,35,9
2020-03-30,10000001,2456,535199.75,484000,609200,40,7
2020-03-30,10000001,2476,93000,93000,93000,1,1
2020-03-30,10000001,2486,5598.5,5420,8344,8,3
2020-03-30,10000001,2488,439000,439000,439000,6,2
2020-03-30,10000001,2512,9.09,9.09,9.09,400,1
2020-03-30,10000001,2514,15.08,15.08,15.08,400,1
2020-03-30,10000001,2516,2,2,2,578900,2
2020-03-30,10000001,2524,225000,81000,243000,9,4
2020-03-30,10000001,2533,243000,243000,243000,3,1
2020-03-30,10000001,2534,219857.14,81000,243000,7,3
2020-03-30,10000001,2547,1450000,1450000,1450000,1,1
2020-03-30,10000001,2549,295333.33,243000,400000,3,2
2020-03-30,10000001,2550,243000,243000,243000,3,1
2020-03-30,10000001,2551,196500,150000,243000,2,2
2020-03-30,10000001,2553,1347000,1347000,1347000,1,1
2020-03-30,10000001,2559,1800000,1800000,1800000,3,1
2020-03-30,10000001,2589,140000000,140000000,140000000,1,1
2020-03-30,10000001,2605,329166.67,299000,680100,9,4
2020-03-30,10000001,2621,641,641,641,10000,1
2020-03-30,10000001,2629,575,575,575,10000,1
2020-03-30,10000001,2637,715,715,715,10000,1
2020-03-30,10000001,2679,218,218,218,4000,1
2020-03-30,10000001,2817,370.1,370.1,370.1,1000,1
2020-03-30,10000001,2867,25000.99,25000.99,25000.99,2,1
2020-03-30,10000001,2872,35000,35000,35000,2,1
2020-03-30,10000001,2889,1141000,1141000,1141000,3,1
2020-03-30,10000001,3162,763000,763000,763000,3,1
2020-03-30,10000001,3244,1828851.85,1705555.56,1890500,3,3
2020-03-30,10000001,3256,8849714.29,8849000,8850000,7,4
2020-03-30,10000001,3265,8641000,8641000,8641000,1,1
2020-03-30,10000001,3297,12000,12000,12000,1,1
2020-03-30,10000001,3342,600000,600000,600000,1,1
2020-03-30,10000001,3442,998800,998800,998800,1,1
2020-03-30,10000001,3512,2230000,2230000,2230000,5,1
2020-03-30,10000001,3520,2500000,2500000,2500000,1,1
2020-03-30,10000001,3530,2303000,2303000,2303000,1,1
2020-03-30,10000001,3554,838,838,838,100,1
2020-03-30,10000001,3689,5000,5000,5000,33,1
2020-03-30,10000001,3756,29341111.11,29050000,29600000,9,9
2020-03-30,10000001,3829,82066.72,49900,200000,12,7
2020-03-30,10000001,3831,1251000,1251000,1251000,1,1
2020-03-30,10000001,3887,95540,95540,95540,1,1
2020-03-30,10000001,3888,15000.99,15000.99,15000.99,1,1
2020-03-30,10000001,4025,30000,30000,30000,1,1
2020-03-30,10000001,4027,985100,985100,985100,2,1
2020-03-30,10000001,4246,8001.08,8001.08,8001.08,1858,1
2020-03-30,10000001,4247,17000,17000,17000,2800,1
2020-03-30,10000001,4258,2381000,2381000,2381000,1,1
2020-03-30,10000001,4292,12990000,12990000,12990000,1,1
2020-03-30,10000001,4308,88000000,88000000,88000000,1,1
2020-03-30,10000001,4315,10000000,10000000,10000000,1,1
2020-03-30,10000001,4391,250000,250000,250000,1,1
2020-03-30,10000001,4395,357000,357000,357000,2,1
2020-03-30,10000001,4405,1679000,1340000,1792000,4,2
2020-03-30,10000001,4871,200000.01,200000.01,200000.01,1,1
2020-03-30,10000001,5093,250,250,250,3,2
2020-03-30,10000001,5239,470000,470000,470000,12,1
2020-03-30,10000001,5245,37569.89,13000,63684.72,5,4
2020-03-30,10000001,5320,180000,180000,180000,4,1
2020-03-30,10000001,5439,500,500,500,4,3
2020-03-30,10000001,5443,180000,180000,180000,1,1
2020-03-30,10000001,5493,2162,2162,2162,3,1
2020-03-30,10000001,5533,179620,100000,498100,5,2
2020-03-30,10000001,5971,400000,400000,400000,1,1
2020-03-30,10000001,5973,145270,42905,350000,3,3
2020-03-30,10000001,6001,165300,101100,229500,2,2
2020-03-30,10000001,6003,62005,30000,94010,2,2
2020-03-30,10000001,6173,70000,70000,70000,1,1
2020-03-30,10000001,6527,50,50,50,2,2
2020-03-30,10000001,6569,399,399,399,2,2
2020-03-30,10000001,6717,200,200,200,1,1
2020-03-30,10000001,6965,572100,572100,572100,2,1
2020-03-30,10000001,8023,88410,88410,88410,4,1
2020-03-30,10000001,8089,28020,28020,28020,2,1
2020-03-30,10000001,8335,112600,112600,112600,2,1
2020-03-30,10000001,8433,1041800,350000,2079500,5,3
2020-03-30,10000001,8517,9951000,9951000,9951000,10,3
2020-03-30,10000001,8529,331025,50000,424700,4,2
2020-03-30,10000001,8531,1000,1000,1000,1,1
2020-03-30,10000001,8535,500,500,500,2,2
2020-03-30,10000001,8748,286695,83290,490100,2,2
2020-03-30,10000001,8759,30512.28,30512.28,30512.28,2,1
2020-03-30,10000001,9491,7800000,7800000,7800000,2,1
2020-03-30,10000001,9497,4901000,4901000,4901000,5,1
2020-03-30,10000001,9632,810200,810200,810200,2,1
2020-03-30,10000001,9646,1000.68,1000.68,1000.68,1,1
2020-03-30,10000001,9834,80000,80000,80000,2,2
2020-03-30,10000001,9840,12800,12800,12800,1998,2
2020-03-30,10000001,9842,1423,1423,1423,3,1
2020-03-30,10000001,9899,16254999.75,16010000,16999999,4,4
2020-03-30,10000001,9941,15430000,15350000,15510000,4,4
2020-03-30,10000001,9942,15080000,14950000,15210000,4,4
2020-03-30,10000001,9943,15030000,14950000,15110000,4,4
2020-03-30,10000001,9944,74999.99,74999.99,74999.99,3,1
2020-03-30,10000001,9956,13306666.67,9900000,15010000,3,3
2020-03-30,10000001,10212,28810000,28810000,28810000,12,1
2020-03-30,10000001,10216,29710000,29710000,29710000,12,1
2020-03-30,10000001,10246,13147.49,8500.01,25000,55,10
2020-03-30,10000001,10250,1828350,1800000,3000000,20,5
2020-03-30,10000001,10631,959000,959000,959000,3,1
2020-03-30,10000001,10678,18000.02,18000.02,18000.02,20,1
2020-03-30,10000001,10998,58004.59,17999.99,116510,9,4
2020-03-30,10000001,11129,53585.71,20000,175100,21,9
2020-03-30,10000001,11132,10000,10000,10000,602,5
2020-03-30,10000001,11133,50000,50000,50000,1,1
2020-03-30,10000001,11134,37513.48,19500,55526.95,4,4
2020-03-30,10000001,11186,31632500,15010000,35900000,4,4
2020-03-30,10000001,11196,17500000,17500000,17500000,1,1
2020-03-30,10000001,11202,37000000,37000000,37000000,1,1
2020-03-30,10000001,11259,1571000,1571000,1571000,4,1
2020-03-30,10000001,11269,983666.67,700000,1551000,3,2
2020-03-30,10000001,11287,5871,5871,5871,10,1
2020-03-30,10000001,11293,22975,22975,22975,1,1
2020-03-30,10000001,11325,24110,24110,24110,1,1
2020-03-30,10000001,11343,1000.33,1000,1001,3,3
2020-03-30,10000001,11370,1950000,1950000,1950000,4,4
2020-03-30,10000001,11377,8010000,8010000,8010000,1,1
2020-03-30,10000001,11399,11000,11000,11000,5,1
2020-03-30,10000001,11577,5059199.99,150000,6422500,5,5
2020-03-30,10000001,11578,8850000,8850000,8850000,1,1
2020-03-30,10000001,11640,1631000,1631000,1631000,1,1
2020-03-30,10000001,12066,342000,342000,342000,1,1
2020-03-30,10000001,12076,6550000,6550000,6550000,1,1
2020-03-30,10000001,12084,9900000,9900000,9900000,1,1
2020-03-30,10000001,12301,119764480,119764480,119764480,1,1
2020-03-30,10000001,12548,10001,10001,10001,1,1
2020-03-30,10000001,12608,99,99,99,6435,1
2020-03-30,10000001,12625,70,70,70,22160,2
2020-03-30,10000001,12709,56000.01,56000.01,56000.01,1,1
2020-03-30,10000001,12731,340000000,340000000,340000000,1,1
2020-03-30,10000001,12767,0.02,0.02,0.02,4526,2
2020-03-30,10000001,12777,399,399,399,1200,1
2020-03-30,10000001,12803,325,325,325,1000,1
2020-03-30,10000001,12816,450000,450000,450000,6,1
2020-03-30,10000001,12818,229000,229000,229000,10,1
2020-03-30,10000001,13001,3103000,2645000,3561000,2,2
2020-03-30,10000001,13119,37.95,37.95,37.95,1001,2
2020-03-30,10000001,13856,158,158,158,25000,1
2020-03-30,10000001,15331,1000,1000,1000,72,16
2020-03-30,10000001,15587,4500,4500,4500,1,1
2020-03-30,10000001,15588,8000,8000,8000,1,1
2020-03-30,10000001,15589,15000,15000,15000,1,1
2020-03-30,10000001,15597,8000,8000,8000,6,1
2020-03-30,10000001,15598,15000,15000,15000,3,1
2020-03-30,10000001,15599,20000,20000,20000,14,1
2020-03-30,10000001,15602,60000,60000,60000,1,1
2020-03-30,10000001,15607,314.13,314.13,314.13,5,1
2020-03-30,10000001,15608,250,250,250,4,1
2020-03-30,10000001,15612,920,920,920,1,1
2020-03-30,10000001,15625,4500,4500,4500,2,1
2020-03-30,10000001,15729,65010000,65010000,65010000,2,1
2020-03-30,10000001,15999,50000,50000,50000,2,1
2020-03-30,10000001,16118,65000,65000,65000,3,1
2020-03-30,10000001,16119,10000,10000,10000,2,1
2020-03-30,10000001,16233,44999999.99,44999999.99,44999999.99,2,1
2020-03-30,10000001,16238,550000,550000,550000,5,1
2020-03-30,10000001,16272,130,130,130,177240,2
2020-03-30,10000001,16273,70,70,70,113148,13
2020-03-30,10000001,16274,654,590,654,255183,9
2020-03-30,10000001,16275,3989,3989,3989,1037,3
2020-03-30,10000001,16278,1770666.67,1215000,2882000,6,3
2020-03-30,10000001,16297,70110,70110,70110,2,1
2020-03-30,10000001,16391,1091000,1091000,1091000,1,1
2020-03-30,10000001,16477,130000,130000,130000,1,1
2020-03-30,10000001,16537,200000,200000,200000,1,1
2020-03-30,10000001,16617,10000000,10000000,10000000,1,1
2020-03-30,10000001,16673,140,140,140,408715,2
2020-03-30,10000001,17366,85000,50000,99000,7,2
2020-03-30,10000001,17453,0.02,0.02,0.02,71,1
2020-03-30,10000001,17459,32.02,32.02,32.02,143,4
2020-03-30,10000001,17464,1,1,1,62,2
2020-03-30,10000001,17470,17.02,17.02,17.02,43645,2
2020-03-30,10000001,17471,18.51,18.51,18.51,5175,3
2020-03-30,10000001,17478,17120000,17120000,17120000,1,1
2020-03-30,10000001,17482,1450000,900000,2000000,4,2
2020-03-30,10000001,17619,24000000,24000000,24000000,2,2
2020-03-30,10000001,17812,9000000,9000000,9000000,1,1
2020-03-30,10000001,17887,656,656,656,505000,9
2020-03-30,10000001,17888,505.1,505.1,505.1,24489,1
2020-03-30,10000001,17889,341,341,341,536133,8
2020-03-30,10000001,17912,3500000,3500000,3500000,2,1
2020-03-30,10000001,17938,85280.83,25000,97010,12,11
2020-03-30,10000001,17939,60000,60000,60000,1,1
2020-03-30,10000001,18614,260100,260100,260100,7,1
2020-03-30,10000001,18635,230000,230000,230000,100,3
2020-03-30,10000001,18639,112520,89940,135100,2,2
2020-03-30,10000001,19211,1000000,1000000,1000000,1,1
2020-03-30,10000001,19400,11000,10999.99,11000,7,2
2020-03-30,10000001,19404,180000,180000,180000,25,8
2020-03-30,10000001,19405,360000,360000,360000,18,6
2020-03-30,10000001,19406,600000,600000,600000,10,5
2020-03-30,10000001,19407,1200000,1200000,1200000,130,7
2020-03-30,10000001,19408,2100000,2100000,2100000,2,2
2020-03-30,10000001,19409,6300000,6299999.99,6300000,2,2
2020-03-30,10000001,19410,9900000,9900000,9900000,4,2
2020-03-30,10000001,19411,13199999.99,13199999.97,13200000,2,2
2020-03-30,10000001,19412,17160000,17160000,17160000,1,1
2020-03-30,10000001,19416,43200000,43200000,43200000,2,1
2020-03-30,10000001,19417,51680000,51680000,51680000,5,1
2020-03-30,10000001,19418,61200000,61200000,61200000,4,3
2020-03-30,10000001,19419,80000000,80000000,80000000,8,2
2020-03-30,10000001,19421,133837000,133837000,133837000,2,1
2020-03-30,10000001,19422,3360000,3360000,3360000,5,3
2020-03-30,10000001,19724,1899999998,1899999998,1899999998,1,1
2020-03-30,10000001,19744,1250000,1250000,1250000,1,1
2020-03-30,10000001,20345,390000,390000,390000,1,1
2020-03-30,10000001,20347,911550,825000,998100,2,2
2020-03-30,10000001,20353,3650000,3400000,3900000,2,2
2020-03-30,10000001,21009,3952349.23,3952349.23,3952349.23,3,1
2020-03-30,10000001,21011,4500000,4500000,4500000,13,1
2020-03-30,10000001,21013,3800000.73,3800000.73,3800000.73,4,1
2020-03-30,10000001,21017,3950000,3500000,5000000,10,2
2020-03-30,10000001,21019,4800000,4800000,4800000,2,1
2020-03-30,10000001,21023,3999999,3999999,3999999,384,2
2020-03-30,10000001,21027,5643478.26,4500000,6000000,23,4
2020-03-30,10000001,21029,3000000,3000000,3000000,1,1
2020-03-30,10000001,21037,5500000,5500000,5500000,1,1
2020-03-30,10000001,21096,366667,1,550000,3,3
2020-03-30,10000001,21815,2614000,2614000,2614000,1,1
2020-03-30,10000001,21890,68900000,68900000,68900000,1,1
2020-03-30,10000001,21898,2890.16,2890.16,2890.16,500,1
2020-03-30,10000001,21924,620,620,620,5000,1
2020-03-30,10000001,22175,78000,78000,78000,3,3
2020-03-30,10000001,22177,89133.33,45000,111200,3,3
2020-03-30,10000001,22291,1100000,1100000,1100000,2,1
2020-03-30,10000001,22541,14900000,14900000,14900000,1,1
2020-03-30,10000001,22542,34999.75,30000,49999,4,3
2020-03-30,10000001,22578,100000.01,100000.01,100000.01,3,1
2020-03-30,10000001,23089,579000,579000,579000,5,1
2020-03-30,10000001,23523,190000,190000,190000,6,1
2020-03-30,10000001,23527,444750.01,389500,500000.01,2,2
2020-03-30,10000001,23618,199000,199000,199000,1,1
2020-03-30,10000001,23707,12000,12000,12000,15,3
2020-03-30,10000001,23711,6900.01,6900.01,6900.01,2,1
2020-03-30,10000001,23719,20000,20000,20000,2,1
2020-03-30,10000001,23911,1150000000,1150000000,1150000000,1,1
2020-03-30,10000001,24348,1688800.01,1200000.01,2422000,5,3
2020-03-30,10000001,24438,1750000,1750000,1750000,2,1
2020-03-30,10000001,24471,0.01,0.01,0.01,1645,1
2020-03-30,10000001,24473,0.01,0.01,0.01,2401,2
2020-03-30,10000001,24475,0.01,0.01,0.01,3072,2
2020-03-30,10000001,24477,351.1,351.1,351.1,500,1
2020-03-30,10000001,24483,1150000000,1150000000,1150000000,1,1
2020-03-30,10000001,24488,172,172,172,13000,1
2020-03-30,10000001,24490,690,690,690,20000,2
2020-03-30,10000001,24492,220,220,220,5000,1
2020-03-30,10000001,24560,5900000,5900000,5900000,22,1
2020-03-30,10000001,24688,115000000,115000000,115000000,2,1
2020-03-30,10000001,24702,27736666.67,27210000,28000000,3,2
2020-03-30,10000001,25544,30000000,30000000,30000000,1,1
2020-03-30,10000001,25588,904,904,904,11,2
2020-03-30,10000001,25589,401,401,401,6,1
2020-03-30,10000001,25590,55636.32,55290,60000,68,8
2020-03-30,10000001,25591,112000,81000,158500,5,3
2020-03-30,10000001,25592,5041.56,4991,5800,32,7
2020-03-30,10000001,25593,1941,1941,1941,25,3
2020-03-30,10000001,25594,22306.45,18000,23000,62,5
2020-03-30,10000001,25595,3511,3511,3511,6,2
2020-03-30,10000001,25596,2400.87,2001,5000,30,4
2020-03-30,10000001,25597,334,334,334,2,1
2020-03-30,10000001,25598,1551,1551,1551,133,6
2020-03-30,10000001,25599,453,453,453,111,7
2020-03-30,10000001,25600,22410,22410,22410,125,8
2020-03-30,10000001,25601,1403,1403,1403,133,7
2020-03-30,10000001,25603,6150,6100,8000,38,5
2020-03-30,10000001,25604,5010,5010,5010,9,2
2020-03-30,10000001,25605,29497.38,29030,30010,65,7
2020-03-30,10000001,25614,398100,398100,398100,11,1
2020-03-30,10000001,25715,1690000,1690000,1690000,6,2
2020-03-30,10000001,25810,1790000,1790000,1790000,1,1
2020-03-30,10000001,25811,1300000,1300000,1300000,1,1
2020-03-30,10000001,25812,4348000,4348000,4348000,2,1
2020-03-30,10000001,25861,107127.27,101000,165100,15,8
2020-03-30,10000001,26038,3932000,3932000,3932000,1,1
2020-03-30,10000001,26046,3601000,3601000,3601000,2,2
2020-03-30,10000001,26048,24910000,24910000,24910000,1,1
2020-03-30,10000001,26070,2800000,2800000,2800000,3,1
2020-03-30,10000001,26913,3500000,3500000,3500000,1,1
2020-03-30,10000001,26929,343400,340000,345100,3,2
2020-03-30,10000001,27333,0.02,0.02,0.02,836,1
2020-03-30,10000001,27361,1290,1290,1290,5000,1
2020-03-30,10000001,27387,8.58,8.58,8.58,920,1
2020-03-30,10000001,27423,785,785,785,110,1
2020-03-30,10000001,27429,75,75,75,100,1
2020-03-30,10000001,27435,2720,2720,2720,35000,2
2020-03-30,10000001,27447,2224,2224,2224,5000,2
2020-03-30,10000001,28209,1686363.64,1600000,1790000,11,2
2020-03-30,10000001,28336,470,470,470,303,1
2020-03-30,10000001,28363,60030,60030,60030,11,1
2020-03-30,10000001,28576,1654000.13,1653000,1890000.97,15,6
2020-03-30,10000001,28578,1207000,990000,1424000,6,2
2020-03-30,10000001,28656,77999996,77999996,77999996,1,1
2020-03-30,10000001,28668,29500,29500,29500,1027,3
2020-03-30,10000001,29001,100.68,100.68,100.68,2,1
2020-03-30,10000001,29011,7000,7000,7000,4,1
2020-03-30,10000001,29990,275000000,275000000,275000000,1,1
2020-03-30,10000001,30013,13010.53,12100,24000,76,7
2020-03-30,10000001,30014,5000000,5000000,5000000,1,1
2020-03-30,10000001,30028,105100,105100,105100,8,1
2020-03-30,10000001,30486,485066.67,200000.01,600000,30,3
2020-03-30,10000001,30488,650000,650000,650000,133,2
2020-03-30,10000001,30744,200000,200000,200000,9923,9
2020-03-30,10000001,30745,500000,500000,500000,7552,8
2020-03-30,10000001,30746,1500000,1500000,1500000,3845,6
2020-03-30,10000001,30747,5000000,5000000,5000000,2386,7
2020-03-30,10000001,31011,2450000,2450000,2450000,1,1
2020-03-30,10000001,31047,3839000,3839000,3839000,1,1
2020-03-30,10000001,31059,27300000,27300000,27300000,3,1
2020-03-30,10000001,31119,2901000,2901000,2901000,1,1
2020-03-30,10000001,31125,28810000,28810000,28810000,2,1
2020-03-30,10000001,31155,1926666.67,1800000,1990000,3,2
2020-03-30,10000001,31159,615100,615100,615100,2,1
2020-03-30,10000001,31165,3400000,3400000,3400000,3,2
2020-03-30,10000001,31167,10700000,10700000,10700000,1,1
2020-03-30,10000001,31177,500000,500000,500000,1,1
2020-03-30,10000001,31183,3100000,3100000,3100000,1,1
2020-03-30,10000001,31213,250733.33,250000,251100,6,3
2020-03-30,10000001,31214,125000,125000,125000,2,1
2020-03-30,10000001,31220,2869000,2869000,2869000,3,3
2020-03-30,10000001,31358,1100000,1100000,1100000,6,1
2020-03-30,10000001,31372,2452000,2452000,2452000,1,1
2020-03-30,10000001,31378,14080000,14080000,14080000,1,1
2020-03-30,10000001,31456,840100,840100,840100,1,1
2020-03-30,10000001,31716,352100,352100,352100,3,2
2020-03-30,10000001,31718,370100,370100,370100,1,1
2020-03-30,10000001,31722,4100000,4100000,4100000,2,1
2020-03-30,10000001,31752,284300,154700,349100,3,3
2020-03-30,10000001,31758,9500000,9500000,9500000,1,1
2020-03-30,10000001,31788,939211.11,849900,945100,18,4
2020-03-30,10000001,31790,3383250,3311000,3384000,12,5
2020-03-30,10000001,31800,780300,780300,780300,2,1
2020-03-30,10000001,31900,48000000,48000000,48000000,3,1
2020-03-30,10000001,32006,99990,99990,99990,20,1
2020-03-30,10000001,32025,446800,446800,446800,1,1
2020-03-30,10000001,32772,1966666.67,1750000,2400000,3,2
2020-03-30,10000001,32787,18918.75,1250,24000,16,5
2020-03-30,10000001,32819,700000,700000,700000,1,1
2020-03-30,10000001,32878,1300000,1300000,1300000,1,1
2020-03-30,10000001,32880,368333.34,40000,395000,12,12
2020-03-30,10000001,33076,75000,60000,90000,2,2
2020-03-30,10000001,33140,28122828.36,20996885.99,39999999,8,6
2020-03-30,10000001,33178,142800,142800,142800,1,1
2020-03-30,10000001,33180,557060,185300,650000,5,3
2020-03-30,10000001,33270,38000.01,38000.01,38000.01,1,1
2020-03-30,10000001,33330,12000,12000,12000,10,1
2020-03-30,10000001,33332,38760,38760,38760,15,1
2020-03-30,10000001,33474,1747290,1300000,2194580,4,4
2020-03-30,10000001,33475,9230500,8731500,9480000,6,4
2020-03-30,10000001,33520,12000000,12000000,12000000,1,1
2020-03-30,10000001,33915,450000,450000,450000,1,1
2020-03-30,10000001,34201,150000,150000,150000,1,1
2020-03-30,10000001,34203,605000.01,605000.01,605000.01,1,1
2020-03-30,10000001,34206,200000,200000,200000,3,1
2020-03-30,10000001,35656,436222.22,436222.22,436222.22,1,1
2020-03-30,10000001,35657,125000,125000,125000,1,1
2020-03-30,10000001,35658,420000,420000,420000,1,1
2020-03-30,10000001,35659,149900,149900,149900,1,1
2020-03-30,10000001,35661,745950,600000,891900,2,2
2020-03-30,10000001,35662,829600,829600,829600,1,1
2020-03-30,10000001,37450,275000.03,275000.03,275000.03,1,1
2020-03-30,10000001,37610,45990,45990,45990,1,1
2020-03-30,10000001,40348,39990000,39990000,39990000,1,1
2020-03-30,10000001,40349,60900000,60900000,60900000,2,1
2020-03-30,10000001,40520,863850000,858900000,868800000,8,7
2020-03-30,10000001,40559,15800000,15800000,15800000,18,1
2020-03-30,10000001,41489,700.05,700.05,700.05,1,1
2020-03-30,10000001,41490,890000,890000,890000,220,2
2020-03-30,10000001,42244,68500000.01,68500000.01,68500000.01,1,1
2020-03-30,10000001,44992,3036000,3036000,3036000,2578,15
2020-03-30,10000001,45619,55000000,55000000,55000000,1,1
2020-03-30,10000001,45635,250000000,250000000,250000000,1,1
2020-03-30,10000001,45999,5200000,5200000,5200000,1,1
2020-03-30,10000001,46689,17.6,17.6,17.6,59,1
2020-03-30,10000001,47257,2095000,2095000,2095000,2,2
2020-03-30,10000001,47450,165000,165000,165000,35,1
2020-03-30,10000001,48121,100000,100000,100000,29504,31
