average,date,highest,lowest,order_count,volume,region_id,type_id,http_last_modified
500,2020-11-13,500,500,2,3310,10000001,20,2021-06-18T11:01:58Z
6.4,2020-11-13,6.4,6.4,36,73766317,10000001,34,2021-06-18T11:01:58Z
6.9,2020-11-13,6.9,6.9,23,5096226,10000001,35,2021-06-18T11:01:58Z
95,2020-11-13,95,95,31,10652414,10000001,36,2021-06-18T11:01:58Z
59,2020-11-13,59,59,21,2392239,10000001,37,2021-06-18T11:01:58Z
1080,2020-11-13,1080,990,23,1407195,10000001,38,2021-06-18T11:01:58Z
1320,2020-11-13,1329,1170,20,846103,10000001,39,2021-06-18T11:01:58Z
680,2020-11-13,680,680,17,385879,10000001,40,2021-06-18T11:01:58Z
0.55,2020-11-13,0.55,0.55,1,100,10000001,178,2021-06-18T11:01:58Z
0.07,2020-11-13,0.07,0.07,1,100,10000001,179,2021-06-18T11:01:58Z
0.07,2020-11-13,0.07,0.07,2,200,10000001,181,2021-06-18T11:01:58Z
0.5,2020-11-13,0.5,0.5,4,400,10000001,182,2021-06-18T11:01:58Z
0.12,2020-11-13,0.12,0.12,4,302,10000001,184,2021-06-18T11:01:58Z
34.5,2020-11-13,34.5,34.5,2,6100,10000001,185,2021-06-18T11:01:58Z
75,2020-11-13,75,75,2,4500,10000001,206,2021-06-18T11:01:58Z
82.5,2020-11-13,82.5,82.5,4,8500,10000001,207,2021-06-18T11:01:58Z
87,2020-11-13,87,87,1,4222,10000001,208,2021-06-18T11:01:58Z
80,2020-11-13,80,80,7,12984,10000001,209,2021-06-18T11:01:58Z
15.4,2020-11-13,15.4,15.4,8,4900,10000001,210,2021-06-18T11:01:58Z
0.05,2020-11-13,0.05,0.05,2,200,10000001,212,2021-06-18T11:01:58Z
0.05,2020-11-13,0.05,0.05,2,300,10000001,213,2021-06-18T11:01:58Z
5.2,2020-11-13,5.2,5.2,2,23000,10000001,215,2021-06-18T11:01:58Z
15,2020-11-13,15,15,1,500,10000001,221,2021-06-18T11:01:58Z
30,2020-11-13,30,30,7,24080,10000001,222,2021-06-18T11:01:58Z
94.9,2020-11-13,94.9,94.9,1,2000,10000001,227,2021-06-18T11:01:58Z
0.01,2020-11-13,0.01,0.01,2,5400,10000001,230,2021-06-18T11:01:58Z
300,2020-11-13,300,300,1,100,10000001,238,2021-06-18T11:01:58Z
5.03,2020-11-13,5.03,5.03,1,1,10000001,239,2021-06-18T11:01:58Z
5.03,2020-11-13,5.03,5.03,3,4,10000001,240,2021-06-18T11:01:58Z
5.03,2020-11-13,5.03,5.03,5,8,10000001,241,2021-06-18T11:01:58Z
5.03,2020-11-13,5.03,5.03,3,3,10000001,242,2021-06-18T11:01:58Z
1,2020-11-13,1,1,3,4,10000001,243,2021-06-18T11:01:58Z
5.03,2020-11-13,5.03,5.03,1,1,10000001,244,2021-06-18T11:01:58Z
333.67,2020-11-13,500,1,3,3,10000001,245,2021-06-18T11:01:58Z
5.03,2020-11-13,5.03,5.03,2,4,10000001,246,2021-06-18T11:01:58Z
1,2020-11-13,1,1,1,1,10000001,250,2021-06-18T11:01:58Z
5,2020-11-13,5,5,5,8300,10000001,266,2021-06-18T11:01:58Z
15.99,2020-11-13,15.99,15.99,1,200,10000001,269,2021-06-18T11:01:58Z
19000,2020-11-13,19000,19000,1,25,10000001,377,2021-06-18T11:01:58Z
99050,2020-11-13,138100,90000,6,6,10000001,434,2021-06-18T11:01:58Z
3000000,2020-11-13,3000000,3000000,1,1,10000001,438,2021-06-18T11:01:58Z
35000,2020-11-13,35000,35000,1,1,10000001,439,2021-06-18T11:01:58Z
1001000,2020-11-13,1001000,1001000,1,1,10000001,440,2021-06-18T11:01:58Z
130000,2020-11-13,130000,130000,2,5,10000001,444,2021-06-18T11:01:58Z
2000000,2020-11-13,2000000,2000000,2,2,10000001,482,2021-06-18T11:01:58Z
21025,2020-11-13,63200,20000,5,8,10000001,483,2021-06-18T11:01:58Z
25000,2020-11-13,25000,25000,1,1,10000001,484,2021-06-18T11:01:58Z
29996.36,2020-11-13,30000,29990,2,11,10000001,486,2021-06-18T11:01:58Z
850000,2020-11-13,850000,850000,1,2,10000001,493,2021-06-18T11:01:58Z
31545,2020-11-13,38190,24900,2,6,10000001,499,2021-06-18T11:01:58Z
107000,2020-11-13,110000,100000,3,10,10000001,501,2021-06-18T11:01:58Z
1291000,2020-11-13,1291000,1291000,1,1,10000001,527,2021-06-18T11:01:58Z
165000,2020-11-13,165000,165000,1,5,10000001,564,2021-06-18T11:01:58Z
52122.86,2020-11-13,52130,52120,2,7,10000001,565,2021-06-18T11:01:58Z
175316.67,2020-11-13,218300,139000,4,6,10000001,578,2021-06-18T11:01:58Z
215000,2020-11-13,445000,100000,4,6,10000001,583,2021-06-18T11:01:58Z
793533.33,2020-11-13,800000,790300,3,3,10000001,586,2021-06-18T11:01:58Z
469220,2020-11-13,498000,425050,4,5,10000001,587,2021-06-18T11:01:58Z
4000,2020-11-13,4000,4000,1,1,10000001,588,2021-06-18T11:01:58Z
100000,2020-11-13,100000,100000,1,1,10000001,594,2021-06-18T11:01:58Z
3000,2020-11-13,3000,3000,1,1,10000001,596,2021-06-18T11:01:58Z
450000,2020-11-13,450000,450000,1,1,10000001,597,2021-06-18T11:01:58Z
827000,2020-11-13,1001000,740000,3,3,10000001,605,2021-06-18T11:01:58Z
400000,2020-11-13,400000,400000,1,1,10000001,608,2021-06-18T11:01:58Z
10691666.67,2020-11-13,11400000,2600000,3,12,10000001,620,2021-06-18T11:01:58Z
11884000,2020-11-13,23420000,9000000,2,5,10000001,621,2021-06-18T11:01:58Z
2250000,2020-11-13,2250000,2250000,1,1,10000001,623,2021-06-18T11:01:58Z
10000000,2020-11-13,10000000,10000000,1,1,10000001,624,2021-06-18T11:01:58Z
12830000,2020-11-13,14500000,10000000,5,18,10000001,626,2021-06-18T11:01:58Z
8500000,2020-11-13,8500000,8500000,1,1,10000001,627,2021-06-18T11:01:58Z
200000000,2020-11-13,200000000,200000000,1,1,10000001,644,2021-06-18T11:01:58Z
796770,2020-11-13,1565000,28540,2,2,10000001,648,2021-06-18T11:01:58Z
1300500,2020-11-13,2101000,500000,2,2,10000001,649,2021-06-18T11:01:58Z
2500000,2020-11-13,2500000,2500000,1,1,10000001,650,2021-06-18T11:01:58Z
1500000,2020-11-13,2000000,1000000,2,2,10000001,652,2021-06-18T11:01:58Z
1300666.67,2020-11-13,1400000,1251000,3,3,10000001,653,2021-06-18T11:01:58Z
2857000,2020-11-13,2857000,2857000,3,3,10000001,655,2021-06-18T11:01:58Z
2480000,2020-11-13,2480000,2480000,1,1,10000001,656,2021-06-18T11:01:58Z
2997000,2020-11-13,2997000,2997000,1,1,10000001,657,2021-06-18T11:01:58Z
17603.25,2020-11-13,73000,12500,18,20,10000001,672,2021-06-18T11:01:58Z
2400000,2020-11-13,2400000,2400000,1,1,10000001,689,2021-06-18T11:01:58Z
3200000,2020-11-13,3200000,3200000,1,1,10000001,691,2021-06-18T11:01:58Z
400000,2020-11-13,400000,400000,1,1,10000001,893,2021-06-18T11:01:58Z
