average,date,highest,lowest,order_count,volume,region_id,type_id,http_last_modified
50000,2020-12-05,50000,50000,1,2,10000001,255,2021-06-18T11:01:58Z
20000,2020-12-05,20000,20000,1,4,10000001,256,2021-06-18T11:01:58Z
25000,2020-12-05,25000,25000,1,4,10000001,258,2021-06-18T11:01:58Z
275,2020-12-05,275,275,2,95,10000001,263,2021-06-18T11:01:58Z
1200,2020-12-05,1200,1200,1,100,10000001,264,2021-06-18T11:01:58Z
2.1,2020-12-05,2.1,2.1,1,9839,10000001,267,2021-06-18T11:01:58Z
19967.14,2020-12-05,19990,19900,3,7,10000001,377,2021-06-18T11:01:58Z
666666.67,2020-12-05,800000,600000,2,3,10000001,380,2021-06-18T11:01:58Z
697800,2020-12-05,697800,697800,1,1,10000001,394,2021-06-18T11:01:58Z
550000,2020-12-05,550000,550000,1,2,10000001,400,2021-06-18T11:01:58Z
104033.33,2020-12-05,112200,99950,3,3,10000001,434,2021-06-18T11:01:58Z
2790000,2020-12-05,2790000,2790000,1,1,10000001,438,2021-06-18T11:01:58Z
38000,2020-12-05,44000,35000,3,3,10000001,439,2021-06-18T11:01:58Z
1000000,2020-12-05,1000000,1000000,1,1,10000001,440,2021-06-18T11:01:58Z
17000,2020-12-05,17000,17000,1,1,10000001,444,2021-06-18T11:01:58Z
2012000,2020-12-05,2012000,2012000,1,1,10000001,448,2021-06-18T11:01:58Z
120000,2020-12-05,120000,120000,1,1,10000001,454,2021-06-18T11:01:58Z
1155555.56,2020-12-05,1950000,1000000,5,9,10000001,482,2021-06-18T11:01:58Z
15000,2020-12-05,20000,5000,2,3,10000001,483,2021-06-18T11:01:58Z
2000.5,2020-12-05,2001,2000,2,2,10000001,484,2021-06-18T11:01:58Z
100100,2020-12-05,100100,100100,1,1,10000001,488,2021-06-18T11:01:58Z
55721.43,2020-12-05,66010,30000,3,7,10000001,499,2021-06-18T11:01:58Z
110000,2020-12-05,110000,110000,1,2,10000001,501,2021-06-18T11:01:58Z
121100,2020-12-05,121100,121100,2,2,10000001,526,2021-06-18T11:01:58Z
1200000,2020-12-05,1200000,1200000,1,3,10000001,527,2021-06-18T11:01:58Z
5000,2020-12-05,5000,5000,1,1,10000001,561,2021-06-18T11:01:58Z
37000,2020-12-05,37000,37000,1,3,10000001,563,2021-06-18T11:01:58Z
52130,2020-12-05,52130,52130,1,2,10000001,565,2021-06-18T11:01:58Z
165433.33,2020-12-05,218300,139000,5,9,10000001,578,2021-06-18T11:01:58Z
312000,2020-12-05,375000,249000,2,2,10000001,583,2021-06-18T11:01:58Z
360000,2020-12-05,360000,360000,1,1,10000001,589,2021-06-18T11:01:58Z
392000,2020-12-05,392000,392000,1,1,10000001,590,2021-06-18T11:01:58Z
370000,2020-12-05,370000,370000,1,1,10000001,593,2021-06-18T11:01:58Z
347700,2020-12-05,471550,100000,3,3,10000001,594,2021-06-18T11:01:58Z
685961.54,2020-12-05,700000,335000,2,26,10000001,597,2021-06-18T11:01:58Z
8000,2020-12-05,8000,8000,1,1,10000001,601,2021-06-18T11:01:58Z
647000,2020-12-05,647000,647000,1,1,10000001,602,2021-06-18T11:01:58Z
550000,2020-12-05,550000,550000,1,1,10000001,603,2021-06-18T11:01:58Z
663571.43,2020-12-05,695000,600000,5,7,10000001,605,2021-06-18T11:01:58Z
100100,2020-12-05,100100,100100,1,1,10000001,609,2021-06-18T11:01:58Z
13620000,2020-12-05,14700000,9000000,3,5,10000001,621,2021-06-18T11:01:58Z
10100000,2020-12-05,13500000,3300000,2,3,10000001,626,2021-06-18T11:01:58Z
11750000,2020-12-05,11750000,11750000,1,1,10000001,627,2021-06-18T11:01:58Z
101000000,2020-12-05,101000000,101000000,1,1,10000001,644,2021-06-18T11:01:58Z
1662000,2020-12-05,1662000,1662000,1,1,10000001,648,2021-06-18T11:01:58Z
5001000,2020-12-05,5001000,5001000,1,1,10000001,649,2021-06-18T11:01:58Z
1974500,2020-12-05,2699000,1250000,2,2,10000001,652,2021-06-18T11:01:58Z
1699000,2020-12-05,1699000,1699000,1,1,10000001,654,2021-06-18T11:01:58Z
2900375,2020-12-05,4000000,2630500,8,8,10000001,656,2021-06-18T11:01:58Z
3000000,2020-12-05,3000000,3000000,1,1,10000001,657,2021-06-18T11:01:58Z
11596.25,2020-12-05,12560,2558,12,12,10000001,672,2021-06-18T11:01:58Z
1000000,2020-12-05,1000000,1000000,3,3,10000001,808,2021-06-18T11:01:58Z
3600000,2020-12-05,3600000,3600000,1,1,10000001,828,2021-06-18T11:01:58Z
36000,2020-12-05,36000,36000,1,1,10000001,880,2021-06-18T11:01:58Z
48000,2020-12-05,48000,48000,1,1,10000001,881,2021-06-18T11:01:58Z
60000,2020-12-05,60000,60000,1,1,10000001,882,2021-06-18T11:01:58Z
72000,2020-12-05,72000,72000,1,1,10000001,883,2021-06-18T11:01:58Z
325000,2020-12-05,325000,325000,1,1,10000001,892,2021-06-18T11:01:58Z
400000,2020-12-05,400000,400000,1,1,10000001,893,2021-06-18T11:01:58Z
60000,2020-12-05,60000,60000,1,1,10000001,1010,2021-06-18T11:01:58Z
40000,2020-12-05,40000,40000,1,1,10000001,1131,2021-06-18T11:01:58Z
75000,2020-12-05,75000,75000,1,1,10000001,1134,2021-06-18T11:01:58Z
90010,2020-12-05,90010,90010,1,1,10000001,1135,2021-06-18T11:01:58Z
854160,2020-12-05,950000,785400,3,5,10000001,1183,2021-06-18T11:01:58Z
52400,2020-12-05,59800,45000,2,2,10000001,1185,2021-06-18T11:01:58Z
20.01,2020-12-05,29,20.01,10,535478,10000001,1224,2021-06-18T11:01:58Z
12.33,2020-12-05,12.33,12.33,10,1050957,10000001,1228,2021-06-18T11:01:58Z
17.14,2020-12-05,19,17.1,38,5571007,10000001,1230,2021-06-18T11:01:58Z
2500,2020-12-05,2500,2500,3,4172,10000001,1231,2021-06-18T11:01:58Z
1020500,2020-12-05,1042000,999000,2,4,10000001,1236,2021-06-18T11:01:58Z
33900,2020-12-05,33900,33900,1,1,10000001,1244,2021-06-18T11:01:58Z
1100000,2020-12-05,1100000,1100000,1,2,10000001,1248,2021-06-18T11:01:58Z
608900,2020-12-05,608900,608900,1,1,10000001,1266,2021-06-18T11:01:58Z
526900,2020-12-05,526900,526900,1,1,10000001,1306,2021-06-18T11:01:58Z
6142.57,2020-12-05,7999,5400,4,7,10000001,1317,2021-06-18T11:01:58Z
829442.42,2020-12-05,1150000,682600,10,33,10000001,1319,2021-06-18T11:01:58Z
36000,2020-12-05,36000,36000,7,18,10000001,1403,2021-06-18T11:01:58Z
717513.51,2020-12-05,770000,650000,16,37,10000001,1405,2021-06-18T11:01:58Z
1340000,2020-12-05,2900000,950000,2,5,10000001,1422,2021-06-18T11:01:58Z
1187000,2020-12-05,1187000,1187000,1,9,10000001,1436,2021-06-18T11:01:58Z
70960,2020-12-05,70960,70960,1,3,10000001,1445,2021-06-18T11:01:58Z
950000,2020-12-05,1100000,800000,2,2,10000001,1447,2021-06-18T11:01:58Z
27610,2020-12-05,27610,27610,1,2,10000001,1539,2021-06-18T11:01:58Z
120000,2020-12-05,120000,120000,1,1,10000001,1540,2021-06-18T11:01:58Z
990600,2020-12-05,990600,990600,1,1,10000001,1541,2021-06-18T11:01:58Z
95010,2020-12-05,95010,95010,1,1,10000001,1808,2021-06-18T11:01:58Z
45,2020-12-05,45,45,1,5000,10000001,1814,2021-06-18T11:01:58Z
126.1,2020-12-05,126.1,126.1,1,9000,10000001,1820,2021-06-18T11:01:58Z
84,2020-12-05,84,84,2,5100,10000001,1822,2021-06-18T11:01:58Z
50000,2020-12-05,50000,50000,1,1,10000001,1875,2021-06-18T11:01:58Z
1327272.73,2020-12-05,1420000,400000,3,11,10000001,1877,2021-06-18T11:01:58Z
2000000,2020-12-05,2000000,2000000,1,1,10000001,1944,2021-06-18T11:01:58Z
71250,2020-12-05,71250,71250,1,1,10000001,1977,2021-06-18T11:01:58Z
85000,2020-12-05,85000,85000,1,1,10000001,1998,2021-06-18T11:01:58Z
1968000,2020-12-05,1968000,1968000,1,1,10000001,1999,2021-06-18T11:01:58Z
13500000,2020-12-05,13500000,13500000,1,3,10000001,2006,2021-06-18T11:01:58Z
758150,2020-12-05,916300,600000,2,4,10000001,2032,2021-06-18T11:01:58Z
28928.57,2020-12-05,100000,17500,5,7,10000001,2046,2021-06-18T11:01:58Z
565888.89,2020-12-05,624500,499000,7,9,10000001,2048,2021-06-18T11:01:58Z
79476.47,2020-12-05,100000,50310,5,17,10000001,2173,2021-06-18T11:01:58Z
1255888.89,2020-12-05,1280000,1249000,2,9,10000001,2175,2021-06-18T11:01:58Z
62546.55,2020-12-05,89000,42000,6,29,10000001,2183,2021-06-18T11:01:58Z
2750000,2020-12-05,2750000,2750000,1,1,10000001,2184,2021-06-18T11:01:58Z
934156.25,2020-12-05,1250000,191300,4,16,10000001,2185,2021-06-18T11:01:58Z
1000,2020-12-05,1000,1000,1,23,10000001,2203,2021-06-18T11:01:58Z
99990,2020-12-05,99990,99990,2,3,10000001,2254,2021-06-18T11:01:58Z
2692000,2020-12-05,2982000,2195500,8,11,10000001,2281,2021-06-18T11:01:58Z
204700,2020-12-05,312400,97000,2,2,10000001,2293,2021-06-18T11:01:58Z
2296666.67,2020-12-05,2300000,2290000,2,3,10000001,2297,2021-06-18T11:01:58Z
2376000,2020-12-05,2852000,1900000,2,2,10000001,2299,2021-06-18T11:01:58Z
1675000,2020-12-05,1960000,1390000,2,2,10000001,2301,2021-06-18T11:01:58Z
1950000,2020-12-05,2000000,1900000,2,2,10000001,2303,2021-06-18T11:01:58Z
120000,2020-12-05,120000,120000,1,1,10000001,2332,2021-06-18T11:01:58Z
1600500,2020-12-05,1634000,1500000,4,4,10000001,2333,2021-06-18T11:01:58Z
276666.67,2020-12-05,1500000,150000,4,30,10000001,2364,2021-06-18T11:01:58Z
1583000,2020-12-05,1583000,1583000,1,4,10000001,2404,2021-06-18T11:01:58Z
1000000,2020-12-05,1000000,1000000,2,6,10000001,2410,2021-06-18T11:01:58Z
312100,2020-12-05,312100,312100,1,15,10000001,2444,2021-06-18T11:01:58Z
5228.74,2020-12-05,8096,4480,15,69,10000001,2454,2021-06-18T11:01:58Z
375000,2020-12-05,450000,300000,2,2,10000001,2455,2021-06-18T11:01:58Z
356416.28,2020-12-05,396800,311200,10,43,10000001,2456,2021-06-18T11:01:58Z
5521.74,2020-12-05,9000,1000,3,23,10000001,2464,2021-06-18T11:01:58Z
472900,2020-12-05,472900,472900,1,5,10000001,2466,2021-06-18T11:01:58Z
1650000,2020-12-05,1800000,1500000,2,10,10000001,2478,2021-06-18T11:01:58Z
8000,2020-12-05,9500,2582,11,138,10000001,2486,2021-06-18T11:01:58Z
627280,2020-12-05,650000,579000,5,75,10000001,2488,2021-06-18T11:01:58Z
5.01,2020-12-05,5.01,5.01,1,40,10000001,2506,2021-06-18T11:01:58Z
2,2020-12-05,2,2,2,400,10000001,2512,2021-06-18T11:01:58Z
42500,2020-12-05,42500,42500,1,1,10000001,2513,2021-06-18T11:01:58Z
130020,2020-12-05,135000,110100,4,5,10000001,2524,2021-06-18T11:01:58Z
99990,2020-12-05,99990,99990,1,2,10000001,2525,2021-06-18T11:01:58Z
690000,2020-12-05,690000,690000,1,1,10000001,2531,2021-06-18T11:01:58Z
99990,2020-12-05,99990,99990,1,2,10000001,2533,2021-06-18T11:01:58Z
99990,2020-12-05,99990,99990,3,4,10000001,2534,2021-06-18T11:01:58Z
1244000,2020-12-05,1244000,1244000,1,1,10000001,2539,2021-06-18T11:01:58Z
997000,2020-12-05,997000,997000,1,1,10000001,2547,2021-06-18T11:01:58Z
125000,2020-12-05,125000,125000,1,2,10000001,2549,2021-06-18T11:01:58Z
1326500,2020-12-05,1553000,1100000,2,2,10000001,2553,2021-06-18T11:01:58Z
3000,2020-12-05,3000,3000,1,2,10000001,2603,2021-06-18T11:01:58Z
330933.33,2020-12-05,348000,322400,2,3,10000001,2605,2021-06-18T11:01:58Z
140,2020-12-05,140,140,1,5000,10000001,2613,2021-06-18T11:01:58Z
785,2020-12-05,785,785,4,30001,10000001,2621,2021-06-18T11:01:58Z
566.9,2020-12-05,566.9,566.9,2,5001,10000001,2629,2021-06-18T11:01:58Z
630,2020-12-05,630,630,2,10001,10000001,2637,2021-06-18T11:01:58Z
1988000,2020-12-05,1988000,1988000,1,50,10000001,2865,2021-06-18T11:01:58Z
721184.62,2020-12-05,751800,712000,2,13,10000001,2889,2021-06-18T11:01:58Z
2100000,2020-12-05,2100000,2100000,1,1,10000001,2913,2021-06-18T11:01:58Z
1000000,2020-12-05,1000000,1000000,1,4,10000001,2993,2021-06-18T11:01:58Z
7760000,2020-12-05,7760000,7760000,1,4,10000001,3057,2021-06-18T11:01:58Z
21530,2020-12-05,21530,21530,1,1,10000001,3138,2021-06-18T11:01:58Z
700000,2020-12-05,700000,700000,1,2,10000001,3162,2021-06-18T11:01:58Z
1204000,2020-12-05,1226000,1116000,2,5,10000001,3178,2021-06-18T11:01:58Z
7490000,2020-12-05,7490000,7490000,1,7,10000001,3186,2021-06-18T11:01:58Z
122100,2020-12-05,145200,99000,2,2,10000001,3242,2021-06-18T11:01:58Z
1837444.44,2020-12-05,2180000,1800000,3,9,10000001,3244,2021-06-18T11:01:58Z
9000,2020-12-05,9000,9000,2,4,10000001,3296,2021-06-18T11:01:58Z
62000,2020-12-05,62000,62000,1,1,10000001,3329,2021-06-18T11:01:58Z
1000000,2020-12-05,1000000,1000000,1,2,10000001,3488,2021-06-18T11:01:58Z
1500000,2020-12-05,1500000,1500000,1,1,10000001,3496,2021-06-18T11:01:58Z
2384200,2020-12-05,2721000,2300000,4,5,10000001,3504,2021-06-18T11:01:58Z
1420000,2020-12-05,1420000,1420000,1,1,10000001,3530,2021-06-18T11:01:58Z
500000000,2020-12-05,500000000,500000000,1,1,10000001,3534,2021-06-18T11:01:58Z
25000,2020-12-05,25000,25000,1,1,10000001,3566,2021-06-18T11:01:58Z
1335000,2020-12-05,1335000,1335000,1,2,10000001,3568,2021-06-18T11:01:58Z
168100,2020-12-05,168100,168100,1,1,10000001,3576,2021-06-18T11:01:58Z
400,2020-12-05,400,400,3,5200,10000001,3645,2021-06-18T11:01:58Z
100,2020-12-05,100,100,1,10,10000001,3683,2021-06-18T11:01:58Z
2000,2020-12-05,2000,2000,1,4,10000001,3689,2021-06-18T11:01:58Z
12070.24,2020-12-05,12070.28,11653.19,6,132,10000001,3713,2021-06-18T11:01:58Z
27.6,2020-12-05,27.6,27.6,1,1717,10000001,3814,2021-06-18T11:01:58Z
63330,2020-12-05,85000,51000,5,12,10000001,3829,2021-06-18T11:01:58Z
1060800,2020-12-05,1304000,999000,5,8,10000001,3831,2021-06-18T11:01:58Z
1916000,2020-12-05,2300000,1724000,3,3,10000001,3841,2021-06-18T11:01:58Z
1994333.33,2020-12-05,2250000,1483000,2,3,10000001,3888,2021-06-18T11:01:58Z
6000000,2020-12-05,6000000,6000000,1,1,10000001,3983,2021-06-18T11:01:58Z
399000,2020-12-05,399000,399000,1,1,10000001,3987,2021-06-18T11:01:58Z
4000000,2020-12-05,4000000,4000000,1,7,10000001,3995,2021-06-18T11:01:58Z
120.3,2020-12-05,120.3,120.3,3,4,10000001,4025,2021-06-18T11:01:58Z
26000,2020-12-05,26000,26000,1,6000,10000001,4051,2021-06-18T11:01:58Z
25630,2020-12-05,25630,25630,1,1000,10000001,4246,2021-06-18T11:01:58Z
1790000,2020-12-05,1790000,1790000,1,1,10000001,4258,2021-06-18T11:01:58Z
2601000,2020-12-05,2601000,2601000,1,1,10000001,4260,2021-06-18T11:01:58Z
17000,2020-12-05,17000,17000,2,600,10000001,4312,2021-06-18T11:01:58Z
10000000,2020-12-05,10000000,10000000,1,2,10000001,4313,2021-06-18T11:01:58Z
10000000,2020-12-05,10000000,10000000,2,3,10000001,4315,2021-06-18T11:01:58Z
10000000,2020-12-05,10000000,10000000,1,2,10000001,4316,2021-06-18T11:01:58Z
3576333.33,2020-12-05,3732000,3498500,3,3,10000001,4383,2021-06-18T11:01:58Z
95333.33,2020-12-05,114000,86000,2,3,10000001,4393,2021-06-18T11:01:58Z
229000,2020-12-05,229000,229000,1,1,10000001,4395,2021-06-18T11:01:58Z
2200000,2020-12-05,2200000,2200000,1,1,10000001,4403,2021-06-18T11:01:58Z
1440227.27,2020-12-05,1621500,1360000,11,22,10000001,4405,2021-06-18T11:01:58Z
29509.46,2020-12-05,77150,1,6,11,10000001,4435,2021-06-18T11:01:58Z
101.5,2020-12-05,101.5,101.5,2,2,10000001,4477,2021-06-18T11:01:58Z
950.42,2020-12-05,5192,102.1,6,6,10000001,4529,2021-06-18T11:01:58Z
6751.25,2020-12-05,40000,101.5,5,6,10000001,4533,2021-06-18T11:01:58Z
79950,2020-12-05,79950,79950,1,5,10000001,4569,2021-06-18T11:01:58Z
1,2020-12-05,1,1,1,1,10000001,4573,2021-06-18T11:01:58Z
16304.4,2020-12-05,61200,5055.5,4,5,10000001,4787,2021-06-18T11:01:58Z
25673.5,2020-12-05,50000,1347,2,2,10000001,4833,2021-06-18T11:01:58Z
1,2020-12-05,1,1,1,1,10000001,5011,2021-06-18T11:01:58Z
101.4,2020-12-05,101.4,101.4,2,4,10000001,5091,2021-06-18T11:01:58Z
349.12,2020-12-05,349.2,349.1,4,5,10000001,5093,2021-06-18T11:01:58Z
218.7,2020-12-05,218.7,218.7,3,3,10000001,5137,2021-06-18T11:01:58Z
3041.58,2020-12-05,11860,102.1,3,4,10000001,5141,2021-06-18T11:01:58Z
1,2020-12-05,1,1,1,1,10000001,5217,2021-06-18T11:01:58Z
9000,2020-12-05,9000,9000,1,4,10000001,5245,2021-06-18T11:01:58Z
1,2020-12-05,1,1,1,1,10000001,5302,2021-06-18T11:01:58Z
499,2020-12-05,499,499,1,1,10000001,5319,2021-06-18T11:01:58Z
550,2020-12-05,550,550,1,1,10000001,5365,2021-06-18T11:01:58Z
601.12,2020-12-05,601.2,601.1,3,5,10000001,5399,2021-06-18T11:01:58Z
2835,2020-12-05,2835,2835,2,2,10000001,5405,2021-06-18T11:01:58Z
4101,2020-12-05,4101,4101,4,5,10000001,5439,2021-06-18T11:01:58Z
100.1,2020-12-05,100.1,100.1,1,1,10000001,5445,2021-06-18T11:01:58Z
25010,2020-12-05,25010,25010,1,1,10000001,5533,2021-06-18T11:01:58Z
1,2020-12-05,1,1,1,1,10000001,5599,2021-06-18T11:01:58Z
1,2020-12-05,1,1,1,1,10000001,5647,2021-06-18T11:01:58Z
1,2020-12-05,1,1,1,1,10000001,5683,2021-06-18T11:01:58Z
1,2020-12-05,1,1,2,3,10000001,5745,2021-06-18T11:01:58Z
1,2020-12-05,1,1,2,2,10000001,5747,2021-06-18T11:01:58Z
2521180,2020-12-05,3073000,313900,2,5,10000001,5839,2021-06-18T11:01:58Z
103400,2020-12-05,103400,103400,1,1,10000001,5849,2021-06-18T11:01:58Z
100.3,2020-12-05,100.3,100.3,1,1,10000001,5933,2021-06-18T11:01:58Z
37599.55,2020-12-05,75000,199.1,3,4,10000001,5971,2021-06-18T11:01:58Z
522200,2020-12-05,610300,346000,3,3,10000001,5973,2021-06-18T11:01:58Z
35350.5,2020-12-05,70700,1,2,2,10000001,5975,2021-06-18T11:01:58Z
81437.5,2020-12-05,134300,65000,4,4,10000001,6001,2021-06-18T11:01:58Z
47000,2020-12-05,47000,47000,1,1,10000001,6003,2021-06-18T11:01:58Z
1057.6,2020-12-05,1060,1057,2,5,10000001,6005,2021-06-18T11:01:58Z
1,2020-12-05,1,1,1,1,10000001,6073,2021-06-18T11:01:58Z
101.7,2020-12-05,101.7,101.7,1,1,10000001,6131,2021-06-18T11:01:58Z
303.6,2020-12-05,303.6,303.6,1,1,10000001,6159,2021-06-18T11:01:58Z
270.5,2020-12-05,270.5,270.5,2,2,10000001,6160,2021-06-18T11:01:58Z
1016,2020-12-05,1016,1016,1,1,10000001,6173,2021-06-18T11:01:58Z
8528.2,2020-12-05,10660,1,2,5,10000001,6441,2021-06-18T11:01:58Z
1,2020-12-05,1,1,2,2,10000001,6485,2021-06-18T11:01:58Z
109.1,2020-12-05,109.1,109.1,2,2,10000001,6527,2021-06-18T11:01:58Z
67255,2020-12-05,133500,1010,2,2,10000001,6569,2021-06-18T11:01:58Z
5000,2020-12-05,5000,5000,1,1,10000001,6631,2021-06-18T11:01:58Z
25000,2020-12-05,25000,25000,1,8,10000001,6633,2021-06-18T11:01:58Z
1,2020-12-05,1,1,1,1,10000001,6637,2021-06-18T11:01:58Z
1,2020-12-05,1,1,1,1,10000001,6671,2021-06-18T11:01:58Z
40000.5,2020-12-05,80000,1,2,2,10000001,6677,2021-06-18T11:01:58Z
80000,2020-12-05,80000,80000,1,4,10000001,6805,2021-06-18T11:01:58Z
435000,2020-12-05,435000,435000,1,4,10000001,7087,2021-06-18T11:01:58Z
1124,2020-12-05,1124,1124,1,1,10000001,7247,2021-06-18T11:01:58Z
1,2020-12-05,1,1,1,1,10000001,7291,2021-06-18T11:01:58Z
470100,2020-12-05,840100,100100,2,2,10000001,8089,2021-06-18T11:01:58Z
86904.88,2020-12-05,99000,2239,2,8,10000001,8091,2021-06-18T11:01:58Z
1,2020-12-05,1,1,1,1,10000001,8263,2021-06-18T11:01:58Z
65000,2020-12-05,65000,65000,1,1,10000001,8337,2021-06-18T11:01:58Z
2000000,2020-12-05,2000000,2000000,2,2,10000001,8433,2021-06-18T11:01:58Z
5568000,2020-12-05,5568000,5568000,2,5,10000001,8517,2021-06-18T11:01:58Z
1060866.67,2020-12-05,1250000,682600,2,3,10000001,8521,2021-06-18T11:01:58Z
319700,2020-12-05,352600,286800,2,2,10000001,8529,2021-06-18T11:01:58Z
1,2020-12-05,1,1,1,1,10000001,8531,2021-06-18T11:01:58Z
1,2020-12-05,1,1,2,2,10000001,8535,2021-06-18T11:01:58Z
1,2020-12-05,1,1,1,1,10000001,8537,2021-06-18T11:01:58Z
2382,2020-12-05,2382,2382,1,1,10000001,8579,2021-06-18T11:01:58Z
39755.5,2020-12-05,79510,1,2,2,10000001,8583,2021-06-18T11:01:58Z
2819,2020-12-05,2819,2819,1,1,10000001,8585,2021-06-18T11:01:58Z
83210,2020-12-05,83210,83210,2,4,10000001,8748,2021-06-18T11:01:58Z
74990,2020-12-05,74990,74990,1,1,10000001,9453,2021-06-18T11:01:58Z
8334,2020-12-05,25000,1,2,3,10000001,9622,2021-06-18T11:01:58Z
375550,2020-12-05,451100,300000,2,2,10000001,9632,2021-06-18T11:01:58Z
1,2020-12-05,1,1,2,2,10000001,9728,2021-06-18T11:01:58Z
1,2020-12-05,1,1,1,1,10000001,9744,2021-06-18T11:01:58Z
1,2020-12-05,1,1,1,1,10000001,9800,2021-06-18T11:01:58Z
9000,2020-12-05,9000,9000,1,1535,10000001,9836,2021-06-18T11:01:58Z
2500,2020-12-05,2500,2500,1,4,10000001,9838,2021-06-18T11:01:58Z
1027,2020-12-05,1027,1027,2,8,10000001,9842,2021-06-18T11:01:58Z
44220,2020-12-05,44220,44220,1,18,10000001,9848,2021-06-18T11:01:58Z
12010000,2020-12-05,12010000,12010000,1,1,10000001,9943,2021-06-18T11:01:58Z
150000,2020-12-05,150000,150000,1,1,10000001,9944,2021-06-18T11:01:58Z
5001000,2020-12-05,5001000,5001000,1,1,10000001,9956,2021-06-18T11:01:58Z
12287.03,2020-12-05,12500,10010,6,37,10000001,10246,2021-06-18T11:01:58Z
1253636.36,2020-12-05,1800000,1199000,3,11,10000001,10250,2021-06-18T11:01:58Z
18000,2020-12-05,18000,18000,1,1,10000001,10690,2021-06-18T11:01:58Z
48000,2020-12-05,48000,48000,1,1,10000001,10836,2021-06-18T11:01:58Z
3100000,2020-12-05,3200000,3000000,2,2,10000001,10842,2021-06-18T11:01:58Z
800000,2020-12-05,800000,800000,1,1,10000001,10850,2021-06-18T11:01:58Z
1894000,2020-12-05,1894000,1894000,1,1,10000001,10858,2021-06-18T11:01:58Z
1,2020-12-05,1,1,1,1,10000001,10872,2021-06-18T11:01:58Z
321900,2020-12-05,321900,321900,1,1,10000001,10884,2021-06-18T11:01:58Z
139047.37,2020-12-05,368100,96000,7,19,10000001,10998,2021-06-18T11:01:58Z
