average,date,highest,lowest,order_count,volume,region_id,type_id,http_last_modified
181000,2020-07-28,181000,181000,1,2,10000001,578,2021-06-18T11:01:58Z
174000,2020-07-28,174000,174000,2,12,10000001,585,2021-06-18T11:01:58Z
142153.85,2020-07-28,300000,129000,2,13,10000001,587,2021-06-18T11:01:58Z
199000,2020-07-28,199000,199000,1,1,10000001,593,2021-06-18T11:01:58Z
138700,2020-07-28,183050,50000,3,3,10000001,597,2021-06-18T11:01:58Z
100000,2020-07-28,100000,100000,1,2,10000001,603,2021-06-18T11:01:58Z
200275,2020-07-28,220000,200000,7,40,10000001,605,2021-06-18T11:01:58Z
493000,2020-07-28,493000,493000,1,1,10000001,607,2021-06-18T11:01:58Z
11034000,2020-07-28,12500000,8102000,2,3,10000001,621,2021-06-18T11:01:58Z
14900000,2020-07-28,14900000,14900000,1,1,10000001,624,2021-06-18T11:01:58Z
8750000,2020-07-28,8750000,8750000,1,1,10000001,626,2021-06-18T11:01:58Z
7999000,2020-07-28,7999000,7999000,1,1,10000001,629,2021-06-18T11:01:58Z
1321500,2020-07-28,1322000,1321000,2,2,10000001,649,2021-06-18T11:01:58Z
2321000,2020-07-28,2590000,2222000,4,4,10000001,650,2021-06-18T11:01:58Z
1712250,2020-07-28,1949000,1700000,4,4,10000001,652,2021-06-18T11:01:58Z
1000000,2020-07-28,1000000,1000000,1,1,10000001,653,2021-06-18T11:01:58Z
1643056.67,2020-07-28,3900000,514585,3,3,10000001,655,2021-06-18T11:01:58Z
1890500,2020-07-28,2281000,1500000,2,2,10000001,656,2021-06-18T11:01:58Z
1200000,2020-07-28,1200000,1200000,1,1,10000001,657,2021-06-18T11:01:58Z
42485,2020-07-28,49980,20000,4,4,10000001,672,2021-06-18T11:01:58Z
30000,2020-07-28,30000,30000,1,2,10000001,1182,2021-06-18T11:01:58Z
890000,2020-07-28,890000,890000,1,1,10000001,1183,2021-06-18T11:01:58Z
63200,2020-07-28,63200,63200,1,1,10000001,1195,2021-06-18T11:01:58Z
50.39,2020-07-28,50.39,50.39,2,91584,10000001,1224,2021-06-18T11:01:58Z
20.22,2020-07-28,20.22,20.22,6,112692,10000001,1228,2021-06-18T11:01:58Z
20.02,2020-07-28,20.02,20.02,1,75,10000001,1229,2021-06-18T11:01:58Z
17.01,2020-07-28,17.01,17.01,12,491108,10000001,1230,2021-06-18T11:01:58Z
939400,2020-07-28,939400,939400,1,2,10000001,1236,2021-06-18T11:01:58Z
2799500,2020-07-28,3999000,1600000,2,2,10000001,1248,2021-06-18T11:01:58Z
1000000,2020-07-28,1000000,1000000,2,2,10000001,1266,2021-06-18T11:01:58Z
193800,2020-07-28,193800,193800,1,1,10000001,1286,2021-06-18T11:01:58Z
26000,2020-07-28,26000,26000,1,1,10000001,1304,2021-06-18T11:01:58Z
331560,2020-07-28,648000,15120,2,2,10000001,1306,2021-06-18T11:01:58Z
28323.63,2020-07-28,66870,9050.45,5,9,10000001,1317,2021-06-18T11:01:58Z
919350,2020-07-28,1100000,720200,9,28,10000001,1319,2021-06-18T11:01:58Z
1999000,2020-07-28,1999000,1999000,1,2,10000001,1335,2021-06-18T11:01:58Z
45000,2020-07-28,45000,45000,1,1,10000001,1353,2021-06-18T11:01:58Z
2248030,2020-07-28,2990000,22120,2,4,10000001,1355,2021-06-18T11:01:58Z
30134.44,2020-07-28,47900,21160,8,18,10000001,1403,2021-06-18T11:01:58Z
790192.86,2020-07-28,790900,780000,6,14,10000001,1405,2021-06-18T11:01:58Z
2988000,2020-07-28,2988000,2988000,1,1,10000001,1422,2021-06-18T11:01:58Z
2029000,2020-07-28,2029000,2029000,1,1,10000001,1436,2021-06-18T11:01:58Z
1236833.33,2020-07-28,1264000,1101000,3,6,10000001,1541,2021-06-18T11:01:58Z
64700,2020-07-28,64700,64700,1,1,10000001,1808,2021-06-18T11:01:58Z
299.9,2020-07-28,299.9,299.9,1,1000,10000001,1824,2021-06-18T11:01:58Z
1455000,2020-07-28,1455000,1455000,1,2,10000001,1855,2021-06-18T11:01:58Z
40000,2020-07-28,40000,40000,1,4,10000001,1875,2021-06-18T11:01:58Z
2723600,2020-07-28,2999000,2540000,2,5,10000001,1877,2021-06-18T11:01:58Z
23410,2020-07-28,23410,23410,2,3,10000001,1952,2021-06-18T11:01:58Z
2248000,2020-07-28,2248000,2248000,1,9,10000001,1964,2021-06-18T11:01:58Z
96720,2020-07-28,96720,96720,1,2,10000001,1973,2021-06-18T11:01:58Z
1991000,2020-07-28,1991000,1991000,1,1,10000001,1978,2021-06-18T11:01:58Z
78000,2020-07-28,78000,78000,1,1,10000001,1986,2021-06-18T11:01:58Z
209400,2020-07-28,209400,209400,3,4,10000001,1999,2021-06-18T11:01:58Z
110000,2020-07-28,110000,110000,2,2,10000001,2018,2021-06-18T11:01:58Z
962000,2020-07-28,990000,850000,4,5,10000001,2032,2021-06-18T11:01:58Z
2500000,2020-07-28,2500000,2500000,1,1,10000001,2038,2021-06-18T11:01:58Z
9380,2020-07-28,9640,9300,6,11,10000001,2046,2021-06-18T11:01:58Z
781875,2020-07-28,1189000,374750,4,4,10000001,2048,2021-06-18T11:01:58Z
51666.67,2020-07-28,55000,50000,2,6,10000001,2173,2021-06-18T11:01:58Z
53538.46,2020-07-28,75000,44000,3,13,10000001,2183,2021-06-18T11:01:58Z
1050000,2020-07-28,1050000,1050000,1,10,10000001,2185,2021-06-18T11:01:58Z
5669.93,2020-07-28,6750,4060,6,29,10000001,2203,2021-06-18T11:01:58Z
366594.29,2020-07-28,475000,95580,2,7,10000001,2205,2021-06-18T11:01:58Z
0.2,2020-07-28,0.2,0.2,1,878810,10000001,2268,2021-06-18T11:01:58Z
810100,2020-07-28,810100,810100,2,3,10000001,2281,2021-06-18T11:01:58Z
0.2,2020-07-28,0.2,0.2,1,333025,10000001,2286,2021-06-18T11:01:58Z
120,2020-07-28,120,120,1,1,10000001,2319,2021-06-18T11:01:58Z
1543000,2020-07-28,1543000,1543000,4,5,10000001,2333,2021-06-18T11:01:58Z
1375000,2020-07-28,1375000,1375000,1,1,10000001,2341,2021-06-18T11:01:58Z
1345,2020-07-28,1345,1345,1,4,10000001,2346,2021-06-18T11:01:58Z
1112,2020-07-28,1112,1112,1,3,10000001,2348,2021-06-18T11:01:58Z
300,2020-07-28,300,300,1,16000,10000001,2390,2021-06-18T11:01:58Z
135,2020-07-28,135,135,1,25840,10000001,2393,2021-06-18T11:01:58Z
350,2020-07-28,350,350,2,2580,10000001,2399,2021-06-18T11:01:58Z
146085.71,2020-07-28,190000,36300,2,14,10000001,2444,2021-06-18T11:01:58Z
1348157.14,2020-07-28,2250000,145700,2,7,10000001,2446,2021-06-18T11:01:58Z
7752.25,2020-07-28,15000,3950,10,40,10000001,2454,2021-06-18T11:01:58Z
421175,2020-07-28,482050,409000,3,24,10000001,2456,2021-06-18T11:01:58Z
617,2020-07-28,617,617,1,15,10000001,2463,2021-06-18T11:01:58Z
483000,2020-07-28,483000,483000,1,5,10000001,2466,2021-06-18T11:01:58Z
8376.65,2020-07-28,10000,7500,7,57,10000001,2486,2021-06-18T11:01:58Z
294450,2020-07-28,426900,162000,3,8,10000001,2488,2021-06-18T11:01:58Z
2,2020-07-28,2,2,1,100,10000001,2506,2021-06-18T11:01:58Z
0.02,2020-07-28,0.02,0.02,2,100,10000001,2514,2021-06-18T11:01:58Z
0.02,2020-07-28,0.02,0.02,1,100,10000001,2516,2021-06-18T11:01:58Z
81000,2020-07-28,81000,81000,1,2,10000001,2524,2021-06-18T11:01:58Z
49990,2020-07-28,49990,49990,1,1,10000001,2533,2021-06-18T11:01:58Z
81000,2020-07-28,81000,81000,2,5,10000001,2534,2021-06-18T11:01:58Z
1400000,2020-07-28,1400000,1400000,1,1,10000001,2539,2021-06-18T11:01:58Z
200000,2020-07-28,200000,200000,1,2,10000001,2551,2021-06-18T11:01:58Z
2187500,2020-07-28,2471000,1904000,2,2,10000001,2553,2021-06-18T11:01:58Z
3499000,2020-07-28,3499000,3499000,1,2,10000001,2567,2021-06-18T11:01:58Z
2400000,2020-07-28,2400000,2400000,1,6,10000001,2575,2021-06-18T11:01:58Z
8250,2020-07-28,8250,8250,1,1,10000001,2603,2021-06-18T11:01:58Z
300100,2020-07-28,300100,300100,1,2,10000001,2605,2021-06-18T11:01:58Z
192,2020-07-28,192,192,1,2000,10000001,2613,2021-06-18T11:01:58Z
130,2020-07-28,130,130,1,500,10000001,2647,2021-06-18T11:01:58Z
650000,2020-07-28,650000,650000,1,2,10000001,2881,2021-06-18T11:01:58Z
1104,2020-07-28,1104,1104,1,4,10000001,2905,2021-06-18T11:01:58Z
123100,2020-07-28,123100,123100,6,11,10000001,2969,2021-06-18T11:01:58Z
990000,2020-07-28,990000,990000,1,2,10000001,2993,2021-06-18T11:01:58Z
2352000,2020-07-28,2352000,2352000,1,2,10000001,3146,2021-06-18T11:01:58Z
12000,2020-07-28,12000,12000,1,1,10000001,3297,2021-06-18T11:01:58Z
99670,2020-07-28,99670,99670,1,1,10000001,3336,2021-06-18T11:01:58Z
698900,2020-07-28,698900,698900,1,1,10000001,3341,2021-06-18T11:01:58Z
240000,2020-07-28,240000,240000,1,1,10000001,3387,2021-06-18T11:01:58Z
249000,2020-07-28,249000,249000,1,1,10000001,3405,2021-06-18T11:01:58Z
1499000,2020-07-28,1499000,1499000,1,1,10000001,3406,2021-06-18T11:01:58Z
129000,2020-07-28,129000,129000,1,1,10000001,3416,2021-06-18T11:01:58Z
30010,2020-07-28,30010,30010,1,1,10000001,3436,2021-06-18T11:01:58Z
2510,2020-07-28,2510,2510,1,1,10000001,3504,2021-06-18T11:01:58Z
24650000,2020-07-28,24650000,24650000,1,1,10000001,3616,2021-06-18T11:01:58Z
45,2020-07-28,45,45,1,10,10000001,3645,2021-06-18T11:01:58Z
325,2020-07-28,325,325,2,83098,10000001,3683,2021-06-18T11:01:58Z
5011,2020-07-28,5011,5011,19,2510,10000001,3689,2021-06-18T11:01:58Z
24500000,2020-07-28,24500000,24500000,1,1,10000001,3756,2021-06-18T11:01:58Z
27.6,2020-07-28,27.6,27.6,1,200,10000001,3814,2021-06-18T11:01:58Z
3423,2020-07-28,3423,3423,1,1,10000001,3828,2021-06-18T11:01:58Z
232525.15,2020-07-28,310000,100.6,2,4,10000001,3829,2021-06-18T11:01:58Z
864215,2020-07-28,1140000,76860,3,4,10000001,3831,2021-06-18T11:01:58Z
101800,2020-07-28,101800,101800,1,1,10000001,3839,2021-06-18T11:01:58Z
1246728.57,2020-07-28,1976500,273700,6,7,10000001,3841,2021-06-18T11:01:58Z
30000000,2020-07-28,30000000,30000000,1,1,10000001,3895,2021-06-18T11:01:58Z
12080.48,2020-07-28,60000,100.6,3,5,10000001,4025,2021-06-18T11:01:58Z
202.6,2020-07-28,202.6,202.6,3,3,10000001,4027,2021-06-18T11:01:58Z
25970,2020-07-28,25970,25970,1,1200,10000001,4246,2021-06-18T11:01:58Z
21500,2020-07-28,21500,21500,1,5749,10000001,4247,2021-06-18T11:01:58Z
108900000,2020-07-28,108900000,108900000,1,1,10000001,4306,2021-06-18T11:01:58Z
10000000,2020-07-28,10000000,10000000,1,1,10000001,4315,2021-06-18T11:01:58Z
100000,2020-07-28,100000,100000,1,2,10000001,4393,2021-06-18T11:01:58Z
318200,2020-07-28,318200,318200,1,2,10000001,4395,2021-06-18T11:01:58Z
1407000,2020-07-28,1414000,1400000,2,2,10000001,4403,2021-06-18T11:01:58Z
1200000,2020-07-28,1200000,1200000,1,1,10000001,4405,2021-06-18T11:01:58Z
32000,2020-07-28,32000,32000,1,2,10000001,4477,2021-06-18T11:01:58Z
49930,2020-07-28,49930,49930,1,1,10000001,4833,2021-06-18T11:01:58Z
180857.14,2020-07-28,450000,2000,5,7,10000001,5239,2021-06-18T11:01:58Z
100.6,2020-07-28,100.6,100.6,2,2,10000001,5405,2021-06-18T11:01:58Z
1,2020-07-28,1,1,4,4,10000001,5439,2021-06-18T11:01:58Z
22380,2020-07-28,22380,22380,3,4,10000001,5445,2021-06-18T11:01:58Z
372257.5,2020-07-28,1300000,63010,2,4,10000001,5631,2021-06-18T11:01:58Z
3170000,2020-07-28,3170000,3170000,1,1,10000001,5839,2021-06-18T11:01:58Z
95000,2020-07-28,95000,95000,1,2,10000001,5849,2021-06-18T11:01:58Z
77100,2020-07-28,141300,45000,3,3,10000001,5971,2021-06-18T11:01:58Z
119712,2020-07-28,450000,37140,5,5,10000001,5973,2021-06-18T11:01:58Z
75084,2020-07-28,85000,40000,5,5,10000001,6001,2021-06-18T11:01:58Z
65550,2020-07-28,65550,65550,1,1,10000001,6005,2021-06-18T11:01:58Z
52500,2020-07-28,52500,52500,1,1,10000001,6073,2021-06-18T11:01:58Z
30000,2020-07-28,30000,30000,1,1,10000001,6131,2021-06-18T11:01:58Z
100.6,2020-07-28,100.6,100.6,4,4,10000001,6160,2021-06-18T11:01:58Z
75010,2020-07-28,75010,75010,1,1,10000001,6176,2021-06-18T11:01:58Z
100.6,2020-07-28,100.6,100.6,1,1,10000001,6296,2021-06-18T11:01:58Z
60000,2020-07-28,60000,60000,1,1,10000001,6441,2021-06-18T11:01:58Z
20000,2020-07-28,20000,20000,1,1,10000001,6569,2021-06-18T11:01:58Z
1917978,2020-07-28,2390000,29890,2,10,10000001,6675,2021-06-18T11:01:58Z
12080,2020-07-28,12080,12080,1,1,10000001,6719,2021-06-18T11:01:58Z
4002,2020-07-28,4002,4002,1,1,10000001,6805,2021-06-18T11:01:58Z
1011,2020-07-28,1011,1011,1,1,10000001,7247,2021-06-18T11:01:58Z
15840,2020-07-28,15840,15840,1,1,10000001,7287,2021-06-18T11:01:58Z
990000,2020-07-28,990000,990000,1,6,10000001,7407,2021-06-18T11:01:58Z
75000,2020-07-28,75000,75000,2,10,10000001,8113,2021-06-18T11:01:58Z
59928.57,2020-07-28,100000,53250,3,7,10000001,8225,2021-06-18T11:01:58Z
72650,2020-07-28,72650,72650,1,2,10000001,8263,2021-06-18T11:01:58Z
349000,2020-07-28,349000,349000,1,1,10000001,8419,2021-06-18T11:01:58Z
112000,2020-07-28,112000,112000,1,2,10000001,8433,2021-06-18T11:01:58Z
11350000,2020-07-28,12900000,9800000,2,2,10000001,8517,2021-06-18T11:01:58Z
2295000,2020-07-28,3990000,600000,2,2,10000001,8521,2021-06-18T11:01:58Z
233700,2020-07-28,233700,233700,1,1,10000001,8579,2021-06-18T11:01:58Z
110000,2020-07-28,110000,110000,1,1,10000001,8585,2021-06-18T11:01:58Z
500000,2020-07-28,500000,500000,1,1,10000001,8635,2021-06-18T11:01:58Z
225000,2020-07-28,225000,225000,1,7,10000001,8869,2021-06-18T11:01:58Z
900000,2020-07-28,900000,900000,1,7,10000001,9411,2021-06-18T11:01:58Z
357900,2020-07-28,357900,357900,1,1,10000001,9632,2021-06-18T11:01:58Z
2000,2020-07-28,2000,2000,1,3,10000001,9646,2021-06-18T11:01:58Z
56340,2020-07-28,56340,56340,1,1,10000001,9660,2021-06-18T11:01:58Z
50000,2020-07-28,50000,50000,1,1,10000001,9800,2021-06-18T11:01:58Z
385.87,2020-07-28,385.87,385.87,1,12,10000001,9826,2021-06-18T11:01:58Z
9500,2020-07-28,9500,9500,1,2000,10000001,9830,2021-06-18T11:01:58Z
6800,2020-07-28,6800,6800,1,635,10000001,9832,2021-06-18T11:01:58Z
4005,2020-07-28,4005,4005,1,15,10000001,9840,2021-06-18T11:01:58Z
2027,2020-07-28,2027,2027,1,23,10000001,9842,2021-06-18T11:01:58Z
42220,2020-07-28,42220,42220,2,206,10000001,9848,2021-06-18T11:01:58Z
6785000,2020-07-28,6785000,6785000,1,1,10000001,9950,2021-06-18T11:01:58Z
1701000,2020-07-28,1701000,1701000,1,3,10000001,10190,2021-06-18T11:01:58Z
6387.5,2020-07-28,6875,4000,3,20,10000001,10246,2021-06-18T11:01:58Z
1217000,2020-07-28,1217000,1217000,1,26,10000001,10250,2021-06-18T11:01:58Z
350000,2020-07-28,350000,350000,1,1,10000001,10840,2021-06-18T11:01:58Z
274362.5,2020-07-28,434300,81710,5,12,10000001,10998,2021-06-18T11:01:58Z
30640,2020-07-28,33340,20000,6,21,10000001,11129,2021-06-18T11:01:58Z
21636,2020-07-28,28500,10000,10,10,10000001,11132,2021-06-18T11:01:58Z
17986.67,2020-07-28,20000,12000,6,6,10000001,11134,2021-06-18T11:01:58Z
997600,2020-07-28,997600,997600,1,1,10000001,11269,2021-06-18T11:01:58Z
250,2020-07-28,250,250,1,18,10000001,11283,2021-06-18T11:01:58Z
383300,2020-07-28,383300,383300,1,1,10000001,11309,2021-06-18T11:01:58Z
200000,2020-07-28,200000,200000,1,7,10000001,11317,2021-06-18T11:01:58Z
17000,2020-07-28,17000,17000,1,1,10000001,11349,2021-06-18T11:01:58Z
2392000,2020-07-28,2456000,2200000,2,4,10000001,11370,2021-06-18T11:01:58Z
9000000,2020-07-28,9000000,9000000,1,1,10000001,11371,2021-06-18T11:01:58Z
11010000,2020-07-28,11010000,11010000,1,1,10000001,11387,2021-06-18T11:01:58Z
10050,2020-07-28,10050,10050,3,63,10000001,11399,2021-06-18T11:01:58Z
3727,2020-07-28,3727,3727,1,26,10000001,11496,2021-06-18T11:01:58Z
1111,2020-07-28,1111,1111,1,4,10000001,11531,2021-06-18T11:01:58Z
1111,2020-07-28,1111,1111,1,7,10000001,11534,2021-06-18T11:01:58Z
1500,2020-07-28,1500,1500,1,6,10000001,11540,2021-06-18T11:01:58Z
1312,2020-07-28,1312,1312,1,10,10000001,11541,2021-06-18T11:01:58Z
100.5,2020-07-28,100.5,100.5,1,1,10000001,11561,2021-06-18T11:01:58Z
8493333.33,2020-07-28,9990000,7745000,3,3,10000001,11577,2021-06-18T11:01:58Z
7400000,2020-07-28,7400000,7400000,1,1,10000001,11578,2021-06-18T11:01:58Z
3328,2020-07-28,3328,3328,1,1,10000001,11585,2021-06-18T11:01:58Z
1002063.1,2020-07-28,1336000,252.4,2,4,10000001,11640,2021-06-18T11:01:58Z
82110000,2020-07-28,82110000,82110000,1,1,10000001,12015,2021-06-18T11:01:58Z
263125,2020-07-28,282400,190000,4,4,10000001,12052,2021-06-18T11:01:58Z
90000,2020-07-28,90000,90000,1,1,10000001,12056,2021-06-18T11:01:58Z
3900000,2020-07-28,3900000,3900000,1,1,10000001,12058,2021-06-18T11:01:58Z
9749000,2020-07-28,9749000,9749000,1,1,10000001,12076,2021-06-18T11:01:58Z
31263.8,2020-07-28,62425,102.6,4,4,10000001,12274,2021-06-18T11:01:58Z
29941120,2020-07-28,29941120,29941120,1,1,10000001,12300,2021-06-18T11:01:58Z
5000,2020-07-28,5000,5000,1,4,10000001,12548,2021-06-18T11:01:58Z
1.01,2020-07-28,1.01,1.01,1,2080,10000001,12618,2021-06-18T11:01:58Z
120,2020-07-28,120,120,1,31539,10000001,12631,2021-06-18T11:01:58Z
97,2020-07-28,97,97,1,20000,10000001,12633,2021-06-18T11:01:58Z
12.69,2020-07-28,12.69,12.69,1,1890,10000001,12767,2021-06-18T11:01:58Z
138,2020-07-28,138,138,1,20800,10000001,12805,2021-06-18T11:01:58Z
400000,2020-07-28,400000,400000,1,12,10000001,12814,2021-06-18T11:01:58Z
75010,2020-07-28,75010,75010,1,5,10000001,13320,2021-06-18T11:01:58Z
300,2020-07-28,300,300,35,192,10000001,15331,2021-06-18T11:01:58Z
500000,2020-07-28,500000,500000,1,1,10000001,16242,2021-06-18T11:01:58Z
121000,2020-07-28,121000,120000,8,2415,10000001,16262,2021-06-18T11:01:58Z
75,2020-07-28,90,44,5,413437,10000001,16272,2021-06-18T11:01:58Z
34,2020-07-28,34,34,5,4905,10000001,16273,2021-06-18T11:01:58Z
999,2020-07-28,999,999,3,54000,10000001,16274,2021-06-18T11:01:58Z
96000,2020-07-28,96000,96000,1,1,10000001,16299,2021-06-18T11:01:58Z
100000,2020-07-28,100000,100000,1,42,10000001,16365,2021-06-18T11:01:58Z
1028,2020-07-28,1028,1028,1,1,10000001,16505,2021-06-18T11:01:58Z
3678150,2020-07-28,7156000,200300,2,2,10000001,16537,2021-06-18T11:01:58Z
327.4,2020-07-28,327.4,327.4,1,10,10000001,16679,2021-06-18T11:01:58Z
550.7,2020-07-28,550.7,550.7,1,4,10000001,16681,2021-06-18T11:01:58Z
4988,2020-07-28,4988,4988,1,1,10000001,17210,2021-06-18T11:01:58Z
221.1,2020-07-28,221.1,221.1,1,1,10000001,17254,2021-06-18T11:01:58Z
451.6,2020-07-28,451.6,451.6,1,1,10000001,17261,2021-06-18T11:01:58Z
5000000,2020-07-28,5000000,5000000,1,1,10000001,17322,2021-06-18T11:01:58Z
5000000,2020-07-28,5000000,5000000,1,1,10000001,17324,2021-06-18T11:01:58Z
5000000,2020-07-28,5000000,5000000,1,1,10000001,17325,2021-06-18T11:01:58Z
5000000,2020-07-28,5000000,5000000,1,1,10000001,17326,2021-06-18T11:01:58Z
5000000,2020-07-28,5000000,5000000,2,2,10000001,17333,2021-06-18T11:01:58Z
5000000,2020-07-28,5000000,5000000,1,1,10000001,17342,2021-06-18T11:01:58Z
5000000,2020-07-28,5000000,5000000,1,1,10000001,17346,2021-06-18T11:01:58Z
5000000,2020-07-28,5000000,5000000,1,1,10000001,17347,2021-06-18T11:01:58Z
5000000,2020-07-28,5000000,5000000,1,1,10000001,17355,2021-06-18T11:01:58Z
35125,2020-07-28,42000,5000,6,8,10000001,17366,2021-06-18T11:01:58Z
1090,2020-07-28,1090,1090,1,3,10000001,17392,2021-06-18T11:01:58Z
408,2020-07-28,408,408,2,1676,10000001,17445,2021-06-18T11:01:58Z
153.2,2020-07-28,153.2,153.2,7,11768,10000001,17452,2021-06-18T11:01:58Z
70,2020-07-28,70,70,2,1837,10000001,17453,2021-06-18T11:01:58Z
51,2020-07-28,51,51,6,100063,10000001,17459,2021-06-18T11:01:58Z
50.79,2020-07-28,50.79,50.79,3,9455,10000001,17460,2021-06-18T11:01:58Z
19.1,2020-07-28,19.1,19.1,5,1122,10000001,17463,2021-06-18T11:01:58Z
20.98,2020-07-28,20.98,20.98,4,50871,10000001,17464,2021-06-18T11:01:58Z
16.22,2020-07-28,16.22,16.22,9,169828,10000001,17470,2021-06-18T11:01:58Z
17.05,2020-07-28,17.05,17.05,4,375899,10000001,17471,2021-06-18T11:01:58Z
25500000,2020-07-28,27000000,24000000,2,2,10000001,17478,2021-06-18T11:01:58Z
22333333.33,2020-07-28,22500000,22000000,3,3,10000001,17480,2021-06-18T11:01:58Z
2150000,2020-07-28,2150000,2150000,2,4,10000001,17482,2021-06-18T11:01:58Z
659,2020-07-28,659,659,7,330000,10000001,17887,2021-06-18T11:01:58Z
153300,2020-07-28,153300,153300,2,8,10000001,17894,2021-06-18T11:01:58Z
364500,2020-07-28,364500,364500,2,2,10000001,17895,2021-06-18T11:01:58Z
5555333.33,2020-07-28,5790000,4719000,5,9,10000001,17912,2021-06-18T11:01:58Z
362500000,2020-07-28,362500000,362500000,1,4,10000001,17920,2021-06-18T11:01:58Z
39980,2020-07-28,39980,39980,4,6,10000001,17938,2021-06-18T11:01:58Z
120000,2020-07-28,120000,120000,1,2,10000001,18036,2021-06-18T11:01:58Z
90000,2020-07-28,90000,90000,1,2,10000001,18038,2021-06-18T11:01:58Z
65000,2020-07-28,65000,65000,1,4,10000001,18044,2021-06-18T11:01:58Z
